year,boxcoidx,indidx,sex,date,age,broodsize,bsm,visitid,IVI,IFI,IFI_t1,IFI_t2,load,fecal,wtbird,wtbird_delta,begAvg,begAvg_t1,begAvg_t2,begAvg_t3
1,18,32,M,39,11,8,I,6116,36,49,52,31,NA,1,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6117,41,49,49,52,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6118,26,65,49,49,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6119,157,166,65,49,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6120,36,47,166,65,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6121,78,88,47,166,NA,1,12.62977273,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6122,153,164,88,47,0.05,0,12.8,-0.170227273,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6123,326,344,164,88,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6124,133,147,344,164,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6125,17,29,147,344,NA,1,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6126,105,113,29,147,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6127,14,23,113,29,NA,1,12.72977273,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6128,24,33,23,113,NA,1,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6129,94,106,33,23,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6130,47,65,106,33,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6132,30,36,NA,NA,0.1,0,12.45,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6133,40,48,36,NA,NA,1,12.32977273,0.120227273,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6134,28,36,48,36,0.05,0,12.5,-0.170227273,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6135,26,32,36,48,0.05,0,12.45,0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6136,40,46,32,36,0.05,0,12.4,0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6137,93,118,46,32,0.1,0,12.3,0.1,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6138,31,37,118,46,0,0,12.4,-0.1,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6139,94,100,37,118,0.1,0,12.3,0.1,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6140,20,31,100,37,0,0,12.3,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6141,27,32,31,100,0.05,0,12.35,-0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6142,48,59,32,31,0.05,0,12.3,0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6143,49,55,59,32,0,0,12.3,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6144,105,111,55,59,0.1,0,12.3,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6145,47,61,111,55,0.05,0,12.25,0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6146,65,72,61,111,0.05,0,12.2,0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6147,35,44,72,61,NA,1,12.22977273,-0.029772727,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6148,87,95,44,72,NA,1,12.37977273,-0.15,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6149,129,138,95,44,0.1,0,12.2,0.179772727,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6150,61,77,138,95,NA,1,12.12977273,0.070227273,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6151,53,62,77,138,NA,1,12.22977273,-0.1,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6152,22,34,62,77,NA,1,12.32977273,-0.1,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6153,87,94,34,62,0.05,0,12.15,0.179772727,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6154,94,103,94,34,0.1,0,12.15,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6155,70,78,103,94,0.05,0,12.15,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6156,210,218,78,103,NA,1,12.17977273,-0.029772727,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6157,225,236,218,78,0.05,0,12.1,0.079772727,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6158,84,86,236,218,0,0,12,0.1,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6159,148,155,86,236,0.05,0,12,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6160,23,28,155,86,0.15,0,12,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6161,35,44,28,155,0,0,12.1,-0.1,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6162,107,113,44,28,0,0,12,0.1,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6163,40,44,113,44,0.1,0,12,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6164,23,28,44,113,0.05,0,11.95,0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6165,14,20,28,44,NA,0,11.87977273,0.070227273,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6166,22,26,20,28,0.05,0,12,-0.120227273,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6167,14,17,26,20,0.05,0,11.95,0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6168,63,66,17,26,0,0,12,-0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6169,30,34,66,17,0.1,0,12,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6170,47,49,34,66,0,0,12.05,-0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6171,56,62,49,34,0,0,12.05,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6174,126,23,29,79,0.1,0,12,0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6176,61,55,11,23,0,0,12.05,-0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6177,54,59,55,11,0.05,0,12.05,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6178,70,74,59,55,0.1,0,12,0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6179,115,122,74,59,0.15,0,11.95,0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6180,69,74,122,74,0,0,12,-0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6181,148,153,74,122,0.05,0,11.95,0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6182,38,43,153,74,0,0,12,-0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6184,31,15,19,43,0.2,0,12.05,-0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6189,222,115,52,27,0.05,0,12.1,-0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6191,63,44,22,115,NA,0,12.02977273,0.070227273,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6193,29,28,4,44,NA,1,12.02977273,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6195,68,24,46,28,0.15,0,12.05,-0.020227273,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6198,62,4,63,7,NA,1,12.12977273,-0.079772727,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6200,66,10,61,4,0.1,0,12.15,-0.020227273,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6201,40,45,10,61,0,0,12.15,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6202,36,40,45,10,NA,1,12.07977273,0.070227273,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6204,31,26,20,40,0.1,0,12.05,0.029772727,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6206,22,15,10,26,0,0,12.1,-0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6207,37,39,15,10,0.1,0,12,0.1,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6209,58,38,24,39,NA,1,12.12977273,-0.129772727,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6211,72,10,70,38,NA,1,12.17977273,-0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6213,164,130,44,10,NA,1,12.02977273,0.15,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6215,50,41,23,130,0.1,0,12,0.029772727,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6216,124,129,41,23,0.1,0,12.15,-0.15,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6218,180,186,NA,NA,0,0,12.2,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6219,21,33,186,NA,0.15,0,12.05,0.15,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6220,27,39,33,186,NA,0,12.07977273,-0.029772727,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6221,19,24,39,33,0,0,12.1,-0.020227273,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6222,50,53,24,39,0.15,0,12,0.1,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6224,58,54,7,53,0.1,0,12.1,-0.1,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6225,10,16,54,7,0,0,12.2,-0.1,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6227,55,39,21,16,0.1,0,12.1,0.1,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6228,92,102,39,21,0,0,12.1,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6231,162,43,49,76,NA,1,12.02977273,0.070227273,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6232,105,109,43,49,NA,1,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6233,87,94,109,43,NA,1,12.17977273,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6235,39,4,43,94,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6236,1113,1115,4,43,0.05,0,12,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6237,62,70,1115,4,0.05,0,11.95,0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6238,209,222,70,1115,NA,1,11.97977273,-0.029772727,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6239,159,169,222,70,0.1,0,11.95,0.029772727,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6240,71,76,169,222,NA,1,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6241,55,63,76,169,NA,1,11.92977273,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6242,113,121,63,76,0.05,0,12.1,-0.170227273,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6243,88,94,121,63,NA,1,12.17977273,-0.079772727,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6244,58,67,94,121,0,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6245,98,103,67,94,0.05,0,12.15,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6246,51,57,103,67,0,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6247,64,72,57,103,0.1,0,12.05,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6248,275,288,72,57,NA,1,12.12977273,-0.079772727,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6249,85,95,288,72,0.05,0,12.1,0.029772727,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6250,112,119,95,288,0.05,0,12.15,-0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6251,46,55,119,95,0,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6252,271,276,55,119,0.05,0,12.1,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6253,139,148,276,55,0.1,0,12,0.1,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6254,31,35,148,276,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6255,63,67,35,148,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6256,40,45,67,35,0.05,0,11.95,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6258,78,61,22,45,0.1,0,12.05,-0.1,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6259,39,55,61,22,NA,0,11.97977273,0.070227273,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6260,46,56,55,61,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6261,44,50,56,55,NA,1,12.02977273,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6263,76,28,59,50,0,0,12.2,-0.170227273,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6264,30,41,28,59,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6266,35,17,21,41,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6269,85,56,11,21,NA,NA,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6273,198,52,151,50,NA,1,12.22977273,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6276,117,55,27,40,NA,1,12.22977273,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6279,83,24,25,38,NA,1,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6283,633,493,50,63,0.1,0,12.25,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6285,56,20,51,493,0.15,0,12.2,0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6286,41,46,20,51,NA,0,12.17977273,0.020227273,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6287,90,93,46,20,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6291,27,22,14,7,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6295,110,38,37,36,0.1,0,12.1,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6297,46,28,22,38,0.15,0,12.05,0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6299,14,19,1,28,NA,1,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6302,20,15,8,1,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6305,33,3,12,20,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6308,109,47,18,59,0.1,0,12.15,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6310,32,18,26,47,0.05,0,12.2,-0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6312,43,16,31,18,0.05,0,12.25,-0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6313,16,20,16,31,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6314,32,35,20,16,NA,1,12.17977273,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6315,49,61,35,20,0.05,0,12.05,0.129772727,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6316,189,196,61,35,0.1,0,12.25,-0.2,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6317,106,124,196,61,NA,1,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6320,224,26,53,155,0.1,0,12.1,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6322,293,221,88,26,NA,1,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6324,202,4,215,221,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6326,68,20,57,4,NA,1,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6327,30,38,20,57,NA,1,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6328,21,28,38,20,0.1,0,12.3,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6329,40,45,28,38,NA,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6330,205,210,45,28,0.15,0,12.25,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6331,32,39,210,45,NA,1,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6333,53,2,59,39,NA,1,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6335,125,104,33,2,0.05,0,12.25,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6337,62,54,22,104,0.05,0,12.3,-0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6338,37,46,54,22,0.1,0,12.3,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6339,48,55,46,54,0.05,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6340,23,29,55,46,0.1,0,12.3,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6341,85,97,29,55,0.05,0,12.25,0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6342,191,198,97,29,NA,1,12.32977273,-0.079772727,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6345,104,30,62,20,0.1,0,12.35,-0.020227273,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6346,56,61,30,62,0,0,12.35,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6348,82,42,44,61,0.25,0,12.2,0.15,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6350,74,79,10,42,0.05,0,12.25,-0.05,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6351,68,74,79,10,NA,1,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6352,115,128,74,79,0.1,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6353,93,94,128,74,0,0,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6354,53,56,94,128,0.2,0,12.3,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6356,26,18,18,56,NA,1,NA,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6358,47,40,14,18,0.2,0,12.25,NA,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6359,22,26,40,14,0,0,12.25,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6360,19,30,26,40,NA,1,12.27977273,-0.029772727,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6363,137,36,109,3,0.05,0,12.35,-0.070227273,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6364,15,21,36,109,0.05,0,12.35,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6365,60,62,21,36,0.1,0,12.25,0.1,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6368,117,34,8,80,0.15,0,12.25,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6369,42,54,34,8,0.1,0,12.25,0,NA,NA,NA,NA
1,18,32,M,39,11,8,I,6371,79,88,1,54,NA,1,12.37977273,-0.129772727,NA,NA,NA,NA
2,19,33,M,30,10,4,R,6374,49,57,50,NA,0.1,0,13.5,NA,0.375,0.5,NA,NA
2,19,33,M,30,10,4,R,6376,60,54,21,57,NA,1,NA,NA,0.75,0.375,0.5,NA
2,19,33,M,30,10,4,R,6379,61,20,77,14,NA,1,NA,NA,0.5,0.75,0.375,0.5
2,19,33,M,30,10,4,R,6381,91,6,101,20,NA,0,13.8880597,NA,0.375,0.5,0.75,0.375
2,19,33,M,30,10,4,R,6384,204,2,76,148,NA,0,13.2880597,0.6,0.75,0.375,0.5,0.75
2,19,33,M,30,10,4,R,6386,61,43,37,2,NA,1,NA,NA,0.75,0.75,0.375,0.5
2,19,33,M,30,10,4,R,6387,72,92,43,37,0.3,0,13.1,NA,0.375,0.75,0.75,0.375
2,19,33,M,30,10,4,R,6389,37,16,39,92,0.1,0,13.2,-0.1,0.25,0.375,0.75,0.75
2,19,33,M,30,10,4,R,6392,159,22,58,98,0.1,0,13.2,0,0.5,0.25,0.375,0.75
2,19,33,M,30,10,4,R,6393,53,72,22,58,0,0,13.2,0,0.5,0.5,0.25,0.375
2,19,33,M,30,10,4,R,6394,197,210,72,22,0,0,13.2,0,0.25,0.5,0.5,0.25
2,19,33,M,30,10,4,R,6395,16,28,210,72,NA,1,NA,NA,0.375,0.25,0.5,0.5
2,19,33,M,30,10,4,R,6397,197,155,119,28,0.1,0,13.1,NA,0.75,0.375,0.25,0.5
2,19,33,M,30,10,4,R,6398,55,77,155,119,NA,0,10.2880597,2.811940299,0.875,0.75,0.375,0.25
2,19,33,M,30,10,4,R,6400,68,80,9,77,NA,1,NA,NA,1,0.875,0.75,0.375
2,19,33,M,30,10,4,R,6402,59,34,37,80,NA,1,NA,NA,0.625,1,0.875,0.75
2,19,33,M,30,10,4,R,6405,142,46,70,39,0.1,0,13,NA,0.25,0.625,1,0.875
2,19,33,M,30,10,4,R,6406,31,44,46,70,0.1,0,13,0,0.25,0.25,0.625,1
2,19,33,M,30,10,4,R,6409,129,8,99,39,NA,0,12.8880597,0.111940299,0.375,0.25,0.25,0.625
2,19,33,M,30,10,4,R,6410,65,77,8,99,0.1,0,12.9,-0.011940299,0.25,0.375,0.25,0.25
2,19,33,M,30,10,4,R,6411,67,83,77,8,0,0,13.1,-0.2,0.25,0.25,0.375,0.25
2,19,33,M,30,10,4,R,6413,37,15,37,83,0.1,0,12.9,0.2,0.5,0.25,0.25,0.375
2,19,33,M,30,10,4,R,6414,177,193,15,37,0.1,0,13,-0.1,0.5,0.5,0.25,0.25
2,19,33,M,30,10,4,R,6416,78,18,70,193,NA,1,NA,NA,0.25,0.5,0.5,0.25
2,19,33,M,30,10,4,R,6419,211,31,110,86,NA,1,NA,NA,0.375,0.25,0.5,0.5
2,19,33,M,30,10,4,R,6421,63,45,29,31,0.1,0,13,NA,0.25,0.375,0.25,0.5
2,19,33,M,30,10,4,R,6424,161,52,106,20,0.1,0,13,0,0.375,0.25,0.375,0.25
2,19,33,M,30,10,4,R,6425,105,120,52,106,NA,1,NA,NA,0.5,0.375,0.25,0.375
2,19,33,M,30,10,4,R,6427,284,14,286,120,0.2,0,13.1,NA,0.125,0.5,0.375,0.25
2,19,33,M,30,10,4,R,6428,519,533,14,286,NA,1,NA,NA,0.75,0.125,0.5,0.375
2,19,33,M,30,10,4,R,6431,495,4,88,418,NA,1,NA,NA,0.875,0.75,0.125,0.5
2,19,33,M,30,10,4,R,6432,261,301,4,88,NA,1,NA,NA,1,0.875,0.75,0.125
2,19,33,M,30,10,4,R,6433,67,78,301,4,NA,1,NA,NA,0.875,1,0.875,0.75
2,19,33,M,30,10,4,R,6435,31,20,17,78,NA,1,NA,NA,0.375,0.875,1,0.875
2,19,33,M,30,10,4,R,6437,108,131,NA,NA,NA,1,NA,NA,0.75,1,NA,NA
2,19,33,M,30,10,4,R,6441,230,13,104,106,NA,0,13.3880597,NA,0.875,0.75,1,NA
2,19,33,M,30,10,4,R,6443,108,26,109,13,0,0,13.4,-0.011940299,0.875,0.875,0.75,1
2,19,33,M,30,10,4,R,6444,62,79,26,109,0.2,0,13.2,0.2,0.75,0.875,0.875,0.75
2,19,33,M,30,10,4,R,6446,140,114,66,79,0.1,0,13.3,-0.1,0.5,0.75,0.875,0.875
2,19,33,M,30,10,4,R,6447,57,76,114,66,0.1,0,13.2,0.1,0.875,0.5,0.75,0.875
2,19,33,M,30,10,4,R,6450,613,490,121,12,NA,1,NA,NA,1,0.875,0.5,0.75
2,19,33,M,30,10,4,R,6452,109,37,86,490,NA,0,13.0880597,NA,0.75,1,0.875,0.5
2,19,33,M,30,10,4,R,6453,158,171,37,86,NA,1,NA,NA,0.875,0.75,1,0.875
2,19,33,M,30,10,4,R,6457,181,5,108,94,NA,0,13.2880597,NA,0.625,0.875,0.75,1
2,19,33,M,30,10,4,R,6458,169,202,5,108,NA,0,13.2880597,0,0.625,0.625,0.875,0.75
2,19,33,M,30,10,4,R,6460,178,201,13,202,0.2,0,13,0.288059701,0.875,0.625,0.625,0.875
2,19,33,M,30,10,4,R,6463,245,152,92,14,NA,1,NA,NA,0.625,0.875,0.625,0.625
2,19,33,M,30,10,4,R,6466,422,89,35,308,0.2,0,13,NA,1,0.625,0.875,0.625
2,19,33,M,30,10,4,R,6469,264,92,98,93,NA,1,NA,NA,0.625,1,0.625,0.875
2,19,33,M,30,10,4,R,6471,150,124,43,92,0.1,0,13.2,NA,0.5,0.625,1,0.625
2,19,33,M,30,10,4,R,6473,93,80,28,124,0.1,0,13.3,-0.1,0.375,0.5,0.625,1
2,19,33,M,30,10,4,R,6475,155,41,129,80,0.1,0,13.2,0.1,0.375,0.375,0.5,0.625
2,19,33,M,30,10,4,R,6476,34,45,41,129,NA,1,NA,NA,0.75,0.375,0.375,0.5
2,19,33,M,30,10,4,R,6478,89,81,23,45,0.1,0,13.2,NA,0.375,0.75,0.375,0.375
2,19,33,M,30,10,4,R,6480,640,349,303,81,NA,1,NA,NA,0.5,0.375,0.75,0.375
2,19,33,M,30,10,4,R,6481,4,33,349,303,0.1,0,13.4,NA,1,0.5,0.375,0.75
2,19,33,M,30,10,4,R,6483,276,287,NA,NA,NA,1,NA,NA,1,1,NA,NA
2,19,33,M,30,10,4,R,6484,558,568,287,NA,NA,1,NA,NA,1,1,1,NA
2,19,33,M,30,10,4,R,6486,633,78,575,568,NA,1,NA,NA,1,1,1,1
2,19,33,M,30,10,4,R,6488,59,15,56,78,0,0,13.6,NA,1,1,1,1
2,19,33,M,30,10,4,R,6489,33,55,15,56,0.1,0,13.5,0.1,1,1,1,1
2,19,33,M,30,10,4,R,6491,103,91,30,55,0.2,0,13.3,0.2,1,1,1,1
2,19,33,M,30,10,4,R,6493,240,179,80,91,0.1,0,13.4,-0.1,1,1,1,1
2,19,33,M,30,10,4,R,6495,139,42,109,179,NA,1,NA,NA,1,1,1,1
2,19,33,M,30,10,4,R,6498,420,109,223,106,0.1,0,13.3,NA,1,1,1,1
2,19,33,M,30,10,4,R,6500,44,31,36,109,NA,1,NA,NA,1,1,1,1
2,19,33,M,30,10,4,R,6502,74,57,36,31,0.3,0,13.1,NA,1,1,1,1
2,19,33,M,30,10,4,R,6504,159,92,79,57,NA,1,NA,NA,1,1,1,1
2,19,33,M,30,10,4,R,6505,180,221,92,79,NA,1,NA,NA,1,1,1,1
2,19,33,M,30,10,4,R,6508,286,101,130,69,0.2,0,13.3,NA,1,1,1,1
2,19,33,M,30,10,4,R,6510,285,17,285,101,NA,0,13.2880597,0.011940299,0.75,1,1,1
2,19,33,M,30,10,4,R,6511,207,219,17,285,0.1,0,13.3,-0.011940299,1,0.75,1,1
2,19,33,M,30,10,4,R,6512,356,388,219,17,NA,1,NA,NA,1,1,0.75,1
2,19,33,M,30,10,4,R,6516,46,11,49,74,0,0,13.1,NA,1,1,NA,NA
2,19,33,M,30,10,4,R,6518,388,31,380,11,NA,1,NA,NA,0.875,1,1,NA
2,19,33,M,30,10,4,R,6520,105,54,62,31,0.1,0,12.8,NA,0.75,0.875,1,1
2,19,33,M,30,10,4,R,6522,118,20,111,54,0.1,0,12.8,0,0.5,0.75,0.875,1
2,19,33,M,30,10,4,R,6524,135,78,67,20,NA,1,NA,NA,0.75,0.5,0.75,0.875
2,19,33,M,30,10,4,R,6526,130,58,83,78,0,0,12.9,NA,0.625,0.75,0.5,0.75
2,19,33,M,30,10,4,R,6528,46,38,22,58,NA,1,NA,NA,0.5,0.625,0.75,0.5
2,19,33,M,30,10,4,R,6530,114,71,53,38,0.1,0,12.8,NA,0.875,0.5,0.625,0.75
2,19,33,M,30,10,4,R,6533,69,7,58,13,0.1,0,12.8,0,0.5,0.875,0.5,0.625
2,19,33,M,30,10,4,R,6536,135,88,38,29,0,0,12.8,0,0.5,0.5,0.875,0.5
2,19,33,M,30,10,4,R,6539,165,60,71,41,0.3,0,12.5,0.3,0.625,0.5,0.5,0.875
2,19,33,M,30,10,4,R,6540,101,117,60,71,0.2,0,12.6,-0.1,0.625,0.625,0.5,0.5
